Tên,Cấp,Quận Huyện,Tỉnh / Thành Phố
Xã Song Phượng,Xã,Huyện Đan Phượng,Thành phố Hà Nội
Thị trấn Trạm Trôi,Thị trấn,Huyện Hoài Đức,Thành phố Hà Nội
Xã Đức Thượng,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Minh Khai,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Dương Liễu,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Di Trạch,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Đức Giang,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Cát Quế,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Kim Chung,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Yên Sở,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Sơn Đồng,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Vân Canh,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Đắc Sở,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Lại Yên,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Tiền Yên,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Song Phương,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã An Khánh,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã An Thượng,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Vân Côn,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã La Phù,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Đông La,Xã,Huyện Hoài Đức,Thành phố Hà Nội
Xã Đông Xuân,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Thị trấn Quốc Oai,Thị trấn,Huyện Quốc Oai,Thành phố Hà Nội
Xã Sài Sơn,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Phượng Cách,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Yên Sơn,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Ngọc Liệp,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Ngọc Mỹ,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Liệp Tuyết,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Thạch Thán,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Đồng Quang,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Phú Cát,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Tuyết Nghĩa,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Nghĩa Hương,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Cộng Hòa,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Tân Phú,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Đại Thành,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Phú Mãn,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Cấn Hữu,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Tân Hòa,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Hòa Thạch,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Đông Yên,Xã,Huyện Quốc Oai,Thành phố Hà Nội
Xã Yên Trung,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Yên Bình,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Tiến Xuân,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Thị trấn Liên Quan,Thị trấn,Huyện Thạch Thất,Thành phố Hà Nội
Xã Đại Đồng,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Cẩm Yên,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Lại Thượng,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Phú Kim,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Hương Ngải,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Canh Nậu,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Kim Quan,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Dị Nậu,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Bình Yên,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Chàng Sơn,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Thạch Hoà,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Cần Kiệm,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Hữu Bằng,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Phùng Xá,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Tân Xã,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Thạch Xá,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Bình Phú,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Hạ Bằng,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Xã Đồng Trúc,Xã,Huyện Thạch Thất,Thành phố Hà Nội
Thị trấn Chúc Sơn,Thị trấn,Huyện Chương Mỹ,Thành phố Hà Nội
Thị trấn Xuân Mai,Thị trấn,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Phụng Châu,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Tiên Phương,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Đông Sơn,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Đông Phương Yên,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Phú Nghĩa,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Trường Yên,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Ngọc Hòa,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Thủy Xuân Tiên,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Thanh Bình,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Trung Hòa,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Đại Yên,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Thụy Hương,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Tốt Động,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Lam Điền,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Tân Tiến,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Nam Phương Tiến,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Hợp Đồng,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Hoàng Văn Thụ,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Hoàng Diệu,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Hữu Văn,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Quảng Bị,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Mỹ Lương,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Thượng Vực,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Hồng Phong,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Đồng Phú,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Trần Phú,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Văn Võ,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Đồng Lạc,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Hòa Chính,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Xã Phú Nam An,Xã,Huyện Chương Mỹ,Thành phố Hà Nội
Thị trấn Kim Bài,Thị trấn,Huyện Thanh Oai,Thành phố Hà Nội
Xã Cự Khê,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Bích Hòa,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Mỹ Hưng,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Cao Viên,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Bình Minh,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Tam Hưng,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Thanh Cao,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Thanh Thùy,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Thanh Mai,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Thanh Văn,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Đỗ Động,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Kim An,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Kim Thư,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Phương Trung,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Tân Ước,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Dân Hòa,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Liên Châu,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Cao Dương,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Xuân Dương,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Xã Hồng Dương,Xã,Huyện Thanh Oai,Thành phố Hà Nội
Thị trấn Thường Tín,Thị trấn,Huyện Thường Tín,Thành phố Hà Nội
Xã Ninh Sở,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Nhị Khê,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Duyên Thái,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Khánh Hà,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Hòa Bình,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Văn Bình,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Hiền Giang,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Hồng Vân,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Vân Tảo,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Liên Phương,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Văn Phú,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Tự Nhiên,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Tiền Phong,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Hà Hồi,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Thư Phú,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Nguyễn Trãi,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Quất Động,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Chương Dương,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Tân Minh,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Lê Lợi,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Thắng Lợi,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Dũng Tiến,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Thống Nhất,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Nghiêm Xuyên,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Tô Hiệu,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Văn Tự,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Vạn Điểm,Xã,Huyện Thường Tín,Thành phố Hà Nội
Xã Minh Cường,Xã,Huyện Thường Tín,Thành phố Hà Nội
Thị trấn Phú Minh,Thị trấn,Huyện Phú Xuyên,Thành phố Hà Nội
Thị trấn Phú Xuyên,Thị trấn,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Hồng Minh,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Phượng Dực,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Nam Tiến,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Tri Trung,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Đại Thắng,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Phú Túc,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Văn Hoàng,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Hồng Thái,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Hoàng Long,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Quang Trung,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Nam Phong,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Nam Triều,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Tân Dân,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Sơn Hà,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Chuyên Mỹ,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Khai Thái,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Phúc Tiến,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Vân Từ,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Tri Thủy,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Đại Xuyên,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Phú Yên,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Bạch Hạ,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Quang Lãng,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Châu Can,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Xã Minh Tân,Xã,Huyện Phú Xuyên,Thành phố Hà Nội
Thị trấn Vân Đình,Thị trấn,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Viên An,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Viên Nội,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Hoa Sơn,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Quảng Phú Cầu,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Trường Thịnh,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Cao Thành,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Liên Bạt,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Sơn Công,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Đồng Tiến,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Phương Tú,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Trung Tú,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Đồng Tân,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Tảo Dương Văn,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Vạn Thái,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Minh Đức,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Hòa Lâm,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Hòa Xá,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Trầm Lộng,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Kim Đường,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Hòa Nam,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Hòa Phú,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Đội Bình,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Đại Hùng,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Đông Lỗ,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Phù Lưu,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Đại Cường,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Lưu Hoàng,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Xã Hồng Quang,Xã,Huyện Ứng Hòa,Thành phố Hà Nội
Thị trấn Đại Nghĩa,Thị trấn,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Đồng Tâm,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Thượng Lâm,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Tuy Lai,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Phúc Lâm,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Mỹ Thành,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Bột Xuyên,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã An Mỹ,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Hồng Sơn,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Lê Thanh,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Xuy Xá,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Phùng Xá,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Phù Lưu Tế,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Đại Hưng,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Vạn Kim,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Đốc Tín,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Hương Sơn,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Hùng Tiến,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã An Tiến,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Hợp Tiến,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã Hợp Thanh,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Xã An Phú,Xã,Huyện Mỹ Đức,Thành phố Hà Nội
Phường Quang Trung,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
Phường Trần Phú,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
Phường Ngọc Hà,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
Phường Nguyễn Trãi,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
Phường Minh Khai,Phường,Thành phố Hà Giang,Tỉnh Hà Giang
Xã Ngọc Đường,Xã,Thành phố Hà Giang,Tỉnh Hà Giang
Xã Phương Độ,Xã,Thành phố Hà Giang,Tỉnh Hà Giang
Xã Phương Thiện,Xã,Thành phố Hà Giang,Tỉnh Hà Giang
Thị trấn Phó Bảng,Thị trấn,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Lũng Cú,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Má Lé,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Thị trấn Đồng Văn,Thị trấn,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Lũng Táo,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Phố Là,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Thài Phìn Tủng,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Sủng Là,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Xà Phìn,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Tả Phìn,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Tả Lủng,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Phố Cáo,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Sính Lủng,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Sảng Tủng,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Lũng Thầu,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Hố Quáng Phìn,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Vần Chải,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Lũng Phìn,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Xã Sủng Trái,Xã,Huyện Đồng Văn,Tỉnh Hà Giang
Thị trấn Mèo Vạc,Thị trấn,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Thượng Phùng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Pải Lủng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Xín Cái,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Pả Vi,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Giàng Chu Phìn,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Sủng Trà,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Sủng Máng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Sơn Vĩ,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Tả Lủng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Cán Chu Phìn,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Lũng Pù,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Lũng Chinh,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Tát Ngà,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Nậm Ban,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Khâu Vai,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Niêm Tòng,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Xã Niêm Sơn,Xã,Huyện Mèo Vạc,Tỉnh Hà Giang
Thị trấn Yên Minh,Thị trấn,Huyện Yên Minh,Tỉnh Hà Giang
Xã Thắng Mố,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Phú Lũng,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Sủng Tráng,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Bạch Đích,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Na Khê,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Sủng Thài,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Hữu Vinh,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Lao Và Chải,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Mậu Duệ,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Đông Minh,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Mậu Long,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Ngam La,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Ngọc Long,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Đường Thượng,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Lũng Hồ,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Du Tiến,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Xã Du Già,Xã,Huyện Yên Minh,Tỉnh Hà Giang
Thị trấn Tam Sơn,Thị trấn,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Bát Đại Sơn,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Nghĩa Thuận,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Cán Tỷ,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Cao Mã Pờ,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Thanh Vân,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Tùng Vài,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Đông Hà,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Quản Bạ,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Lùng Tám,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Quyết Tiến,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Tả Ván,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Thái An,Xã,Huyện Quản Bạ,Tỉnh Hà Giang
Xã Kim Thạch,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Phú Linh,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Kim Linh,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Thị trấn Vị Xuyên,Thị trấn,Huyện Vị Xuyên,Tỉnh Hà Giang
Thị trấn Nông Trường Việt Lâm,Thị trấn,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Minh Tân,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Thuận Hoà,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Tùng Bá,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Thanh Thủy,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Thanh Đức,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Phong Quang,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Xín Chải,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Phương Tiến,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Lao Chải,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Cao Bồ,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Đạo Đức,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
Xã Thượng Sơn,Xã,Huyện Vị Xuyên,Tỉnh Hà Giang
